"Vital Statistics
Frequency of Baby Names
From:  Jan 1, 1980  To:  Dec 31, 2021",,,,
Ranking by Gender & Year,First Name,Frequency,Gender,Year
1201,Aleen,1,Girl,1981
1201,Aleesha,1,Girl,1981
1201,Aleeya,1,Girl,1981
1201,Aleia,1,Girl,1981
1201,Aleida,1,Girl,1981
1201,Aleisha,1,Girl,1981
1201,Alejandra,1,Girl,1981
1201,Aleksandra,1,Girl,1981
1201,Alena,1,Girl,1981
1201,Alesha,1,Girl,1981
1201,Alesia,1,Girl,1981
1201,Alexandrea,1,Girl,1981
1201,Alexi,1,Girl,1981
1201,Alexsandra,1,Girl,1981
1201,Alexsondrie,1,Girl,1981
1201,Aleya,1,Girl,1981
1201,Aleysha,1,Girl,1981
1201,Ali,1,Girl,1981
1201,Aliann,1,Girl,1981
1201,Alice-Terea,1,Girl,1981
1201,Alima,1,Girl,1981
1201,Aline,1,Girl,1981
1201,Alise,1,Girl,1981
1201,Alisen,1,Girl,1981
1201,Alisia,1,Girl,1981
1201,Alisun,1,Girl,1981
1201,Alix,1,Girl,1981
1201,Aliya,1,Girl,1981
1201,A'Liza,1,Girl,1981
1201,Alliesha,1,Girl,1981
1201,Allisha,1,Girl,1981
1201,Allisson,1,Girl,1981
1201,Allyn,1,Girl,1981
1201,Allyne,1,Girl,1981
1201,Allysa,1,Girl,1981
1201,Alma,1,Girl,1981
1201,Alnaar,1,Girl,1981
1201,Alona,1,Girl,1981
1201,Alpha-Araw,1,Girl,1981
1201,Alyce,1,Girl,1981
1201,Alyshia,1,Girl,1981
1201,Alyssen,1,Girl,1981
1201,Alyzeh,1,Girl,1981
1201,Ama,1,Girl,1981
1201,Aman,1,Girl,1981
1201,Amanjot,1,Girl,1981
1201,Amara,1,Girl,1981
1201,Amaris,1,Girl,1981
1201,Amaryah,1,Girl,1981
1201,Ama-Sheena,1,Girl,1981
1201,Amber-Dawn,1,Girl,1981
1201,Ambre,1,Girl,1981
1201,Ambreen,1,Girl,1981
1201,Ambur,1,Girl,1981
1201,Ameera,1,Girl,1981
1201,Ameeta,1,Girl,1981
1201,Amel,1,Girl,1981
1201,Amelie,1,Girl,1981
1201,Amena,1,Girl,1981
1201,Amenah,1,Girl,1981
1201,Amera,1,Girl,1981
1201,Ami,1,Girl,1981
1201,Amier,1,Girl,1981
1201,Amilia,1,Girl,1981
1201,Amita,1,Girl,1981
1201,Ammal,1,Girl,1981
1201,Ammanda,1,Girl,1981
1201,Ammy,1,Girl,1981
1201,Amrit,1,Girl,1981
1201,Amritpal,1,Girl,1981
1201,Amy-Jennifer,1,Girl,1981
1201,Amy-Jo,1,Girl,1981
1201,Amy-Lee,1,Girl,1981
1201,Amy-Lou,1,Girl,1981
1201,Amylynn,1,Girl,1981
1201,Amylynn,1,Girl,1981
1201,Amy-Lynn,1,Girl,1981
1201,Amy-Marie,1,Girl,1981
1201,Analea,1,Girl,1981
1201,Ananda,1,Girl,1981
1201,Anastasha,1,Girl,1981
1201,Andreanna,1,Girl,1981
1201,Andree,1,Girl,1981
1201,Andrelei,1,Girl,1981
1201,Andrelynn,1,Girl,1981
1201,Andria,1,Girl,1981
1201,Andriana,1,Girl,1981
1201,Anelia,1,Girl,1981
1201,Anessa,1,Girl,1981
1201,Anfesa,1,Girl,1981
1201,Angele,1,Girl,1981
1201,Angelene,1,Girl,1981
1201,Angeli,1,Girl,1981
1201,Angelia,1,Girl,1981
1201,Angelica,1,Girl,1981
1201,Angelika,1,Girl,1981
1201,Anggie,1,Girl,1981
1201,Angilena,1,Girl,1981
1201,Angilynn,1,Girl,1981
1201,Anh,1,Girl,1981
1201,Anica,1,Girl,1981
1201,Anicy,1,Girl,1981
1201,Anik,1,Girl,1981
1201,Anila,1,Girl,1981
1201,Animot,1,Girl,1981
1201,Anissia,1,Girl,1981
1201,Anjali,1,Girl,1981
1201,Anjeline,1,Girl,1981
1201,Anju,1,Girl,1981
1201,Anjuli,1,Girl,1981
1201,Annabel,1,Girl,1981
1201,Anna-Jane,1,Girl,1981
1201,Anna-Jean,1,Girl,1981
1201,Annalee,1,Girl,1981
1201,Anna-Lisa,1,Girl,1981
1201,Anna-Lise,1,Girl,1981
1201,Anna-Mae,1,Girl,1981
1201,Annamarie,1,Girl,1981
1201,Annan,1,Girl,1981
1201,Anne-Kay,1,Girl,1981
1201,Annelies,1,Girl,1981
1201,Annemarie,1,Girl,1981
1201,Anne-Marie,1,Girl,1981
1201,Anni,1,Girl,1981
1201,Annikki,1,Girl,1981
1201,Annisha,1,Girl,1981
1201,Antares,1,Girl,1981
1201,Anthea,1,Girl,1981
1201,Anthoula,1,Girl,1981
1201,Antoinette,1,Girl,1981
1201,Antonia,1,Girl,1981
1201,Antonietta,1,Girl,1981
1201,Anu,1,Girl,1981
1201,Anuradha,1,Girl,1981
1201,April-Joy,1,Girl,1981
1201,Apryl,1,Girl,1981
1201,Araylla,1,Girl,1981
1201,Arden,1,Girl,1981
1201,Ardis,1,Girl,1981
1201,Ardra,1,Girl,1981
1201,Areta,1,Girl,1981
1201,Argiro,1,Girl,1981
1201,Ariana,1,Girl,1981
1201,Ariel,1,Girl,1981
1201,Arifa,1,Girl,1981
1201,Arley,1,Girl,1981
1201,Arly,1,Girl,1981
1201,Arminty,1,Girl,1981
1201,Arnica,1,Girl,1981
1201,Arshleen,1,Girl,1981
1201,Arti,1,Girl,1981
1201,Aruna,1,Girl,1981
1201,Arveen,1,Girl,1981
1201,Arwen,1,Girl,1981
1201,Arzina,1,Girl,1981
1201,Ashely,1,Girl,1981
1201,Ashifa,1,Girl,1981
1201,Ashlee-Rae,1,Girl,1981
1201,Ashleigh,1,Girl,1981
1201,Ashten,1,Girl,1981
1201,Asiya,1,Girl,1981
1201,Asma,1,Girl,1981
1201,Asmahan,1,Girl,1981
1201,Assmaa,1,Girl,1981
1201,Astra,1,Girl,1981
1201,Astri,1,Girl,1981
1201,Aubrie,1,Girl,1981
1201,Audrea,1,Girl,1981
1201,Audrey-Milene,1,Girl,1981
1201,Augustina,1,Girl,1981
1201,Aurore,1,Girl,1981
1201,Aurynn,1,Girl,1981
1201,Averil,1,Girl,1981
1201,Avery,1,Girl,1981
1201,Aviva,1,Girl,1981
1201,Avneet,1,Girl,1981
1201,Avriele,1,Girl,1981
1201,Ayah,1,Girl,1981
1201,Ayla,1,Girl,1981
1201,Aylla,1,Girl,1981
1201,Ayoka,1,Girl,1981
1201,Ayse,1,Girl,1981
1201,Aysha,1,Girl,1981
1201,Babley,1,Girl,1981
1201,Bailie,1,Girl,1981
1201,Baljit,1,Girl,1981
1201,Balkiran,1,Girl,1981
1201,Balraj,1,Girl,1981
1201,Bao,1,Girl,1981
1201,Barbie-Sue,1,Girl,1981
1201,Barinder,1,Girl,1981
1201,Barrilyn,1,Girl,1981
1201,Batina,1,Girl,1981
1201,Beatrice,1,Girl,1981
1201,Beatris,1,Girl,1981
1201,Becca,1,Girl,1981
1201,Becki-Rae,1,Girl,1981
1201,Behnaz,1,Girl,1981
1201,Beige,1,Girl,1981
1201,Beng,1,Girl,1981
1201,Bentley,1,Girl,1981
1201,Beriah,1,Girl,1981
1201,Berkley,1,Girl,1981
1201,Bethan,1,Girl,1981
1201,Beth-Ann,1,Girl,1981
1201,Betheney,1,Girl,1981
1201,Bette-Anne,1,Girl,1981
1201,Bhrandi-Rose,1,Girl,1981
1201,Bich,1,Girl,1981
1201,Billi,1,Girl,1981
1201,Billie-Rae,1,Girl,1981
1201,Bindu,1,Girl,1981
1201,Bithia,1,Girl,1981
1201,Bjornda,1,Girl,1981
1201,Blaga,1,Girl,1981
1201,Blanche,1,Girl,1981
1201,Blanchefleur,1,Girl,1981
1201,Blythe,1,Girl,1981
1201,Bobbie-Lee,1,Girl,1981
1201,Bobbie-Lynn,1,Girl,1981
1201,Bobby-Jean,1,Girl,1981
1201,Bobby-Joe,1,Girl,1981
1201,Bobi-Jo-Anne,1,Girl,1981
1201,Bodeen,1,Girl,1981
1201,Bogena,1,Girl,1981
1201,Bona,1,Girl,1981
1201,Boni,1,Girl,1981
1201,Bonni-Anne,1,Girl,1981
1201,Bonnie-Lynn,1,Girl,1981
1201,Bonny-Lynn,1,Girl,1981
1201,Bradi,1,Girl,1981
1201,Bradie,1,Girl,1981
1201,Bradley,1,Girl,1981
1201,Braelynn,1,Girl,1981
1201,Braidie,1,Girl,1981
1201,Brandelene,1,Girl,1981
1201,Brandey,1,Girl,1981
1201,Brandice,1,Girl,1981
1201,Brandi-Dawn,1,Girl,1981
1201,Brandie-Lee,1,Girl,1981
1201,Brandi-Liegh,1,Girl,1981
1201,Brandi-Lyn,1,Girl,1981
1201,Brandy-Marie,1,Girl,1981
1201,Brayden,1,Girl,1981
1201,Bre,1,Girl,1981
1201,Breann,1,Girl,1981
1201,Brei,1,Girl,1981
1201,Brendalee,1,Girl,1981
1201,Brennalee,1,Girl,1981
1201,Breya,1,Girl,1981
1201,Briah,1,Girl,1981
1201,Briana,1,Girl,1981
1201,Bridie,1,Girl,1981
1201,Brieanna,1,Girl,1981
1201,Brieanne,1,Girl,1981
1201,Brienne,1,Girl,1981
1201,Brigitta,1,Girl,1981
1201,Brigitte,1,Girl,1981
1201,Brindy,1,Girl,1981
1201,Brita,1,Girl,1981
1201,Britannia,1,Girl,1981
1201,Brittney,1,Girl,1981
1201,Bronagh,1,Girl,1981
1201,Brooks,1,Girl,1981
1201,Browynne,1,Girl,1981
1201,Bryanna,1,Girl,1981
1201,Bryarly,1,Girl,1981
1201,Brynne,1,Girl,1981
1201,Bryony,1,Girl,1981
1201,Bubbles,1,Girl,1981
1201,Buffy,1,Girl,1981
1201,Buffy-Jo,1,Girl,1981
1201,Burcu,1,Girl,1981
1201,Bushra,1,Girl,1981
1201,Cadence,1,Girl,1981
1201,Caeley,1,Girl,1981
1201,Cailey,1,Girl,1981
1201,Cajsa,1,Girl,1981
1201,Cali,1,Girl,1981
1201,Calynda,1,Girl,1981
1201,Calyssa,1,Girl,1981
1201,Camary,1,Girl,1981
1201,Cambie,1,Girl,1981
1201,Camillia,1,Girl,1981
1201,Canadace,1,Girl,1981
1201,Candace-Anne,1,Girl,1981
1201,Candia,1,Girl,1981
1201,Candida,1,Girl,1981
1201,Candy,1,Girl,1981
1201,Candyce,1,Girl,1981
1201,Candyse,1,Girl,1981
1201,Caralee,1,Girl,1981
1201,Caralynn,1,Girl,1981
1201,Caramel,1,Girl,1981
1201,Careen,1,Girl,1981
1201,Carena,1,Girl,1981
1201,Cari-Lea,1,Girl,1981
1201,Cari-Lyne,1,Girl,1981
1201,Carisa,1,Girl,1981
1201,Carli-Ann,1,Girl,1981
1201,Carlin,1,Girl,1981
1201,Carly-Jo,1,Girl,1981
1201,Carmella,1,Girl,1981
1201,Carmelle,1,Girl,1981
1201,Carmellitta,1,Girl,1981
1201,Carmine,1,Girl,1981
1201,Carna,1,Girl,1981
1201,Carol-Ann,1,Girl,1981
1201,Carolynn,1,Girl,1981
1201,Carolynne,1,Girl,1981
1201,Caroyln,1,Girl,1981
1201,Carressa,1,Girl,1981
1201,Carrie-Ellen,1,Girl,1981
1201,Carrie-Lea,1,Girl,1981
1201,Carrie-Lyn,1,Girl,1981
1201,Carrie-Lynn,1,Girl,1981
1201,Casie,1,Girl,1981
1201,Cassia,1,Girl,1981
1201,Cassiopea,1,Girl,1981
1201,Caterina,1,Girl,1981
1201,Cathaleen,1,Girl,1981
1201,Catharine,1,Girl,1981
1201,Catheline,1,Girl,1981
1201,Catherina,1,Girl,1981
1201,Cathie,1,Girl,1981
1201,Cathryn,1,Girl,1981
1201,Cathy-France,1,Girl,1981
1201,Catriona,1,Girl,1981
1201,Cayla,1,Girl,1981
1201,Caylawn,1,Girl,1981
1201,Cecile,1,Girl,1981
1201,Celena,1,Girl,1981
1201,Celene,1,Girl,1981
1201,Celestine,1,Girl,1981
1201,Celid,1,Girl,1981
1201,Cera,1,Girl,1981
1201,Ceres,1,Girl,1981
1201,Ceri,1,Girl,1981
1201,Chaela,1,Girl,1981
1201,Chainie,1,Girl,1981
1201,Chanceala,1,Girl,1981
1201,Chancy,1,Girl,1981
1201,Chanda,1,Girl,1981
1201,Chandel,1,Girl,1981
1201,Chandra-Jane,1,Girl,1981
1201,Chanel,1,Girl,1981
1201,Chanelda,1,Girl,1981
1201,Chanell,1,Girl,1981
1201,Chanlieng,1,Girl,1981
1201,Channell,1,Girl,1981
1201,Chanone,1,Girl,1981
1201,Chantall,1,Girl,1981
1201,Chantalle,1,Girl,1981
1201,Chantele,1,Girl,1981
1201,Chantille,1,Girl,1981
1201,Charalene,1,Girl,1981
1201,Chareen,1,Girl,1981
1201,Charene,1,Girl,1981
1201,Charice,1,Girl,1981
1201,Charidy,1,Girl,1981
1201,Charidy-Lee,1,Girl,1981
1201,Charis,1,Girl,1981
1201,Charita,1,Girl,1981
1201,Charitey,1,Girl,1981
1201,Charity-Dawn,1,Girl,1981
1201,Charly,1,Girl,1981
1201,Charlynn,1,Girl,1981
1201,Charmane,1,Girl,1981
1201,Charmian,1,Girl,1981
1201,Charmin,1,Girl,1981
1201,Charmine,1,Girl,1981
1201,Charmon,1,Girl,1981
1201,Chase,1,Girl,1981
1201,Chasidy,1,Girl,1981
1201,Chastidy,1,Girl,1981
1201,Chatelaine,1,Girl,1981
1201,Chau,1,Girl,1981
1201,Chaundra,1,Girl,1981
1201,Chauntelle,1,Girl,1981
1201,Chauntille,1,Girl,1981
1201,Chawnsa,1,Girl,1981
1201,Chaya,1,Girl,1981
1201,Cheie,1,Girl,1981
1201,Chelsa,1,Girl,1981
1201,Chelsee,1,Girl,1981
1201,Chelsi,1,Girl,1981
1201,Chelsy,1,Girl,1981
1201,Chenai,1,Girl,1981
1201,Chenine,1,Girl,1981
1201,Cher,1,Girl,1981
1201,Chera,1,Girl,1981
1201,Cheramie,1,Girl,1981
1201,Cherene,1,Girl,1981
1201,Cherie-Lee,1,Girl,1981
1201,Cheriesse-Lee,1,Girl,1981
1201,Cherissa,1,Girl,1981
1201,Cherity,1,Girl,1981
1201,Cherlye,1,Girl,1981
1201,Cherlyn,1,Girl,1981
1201,Cherrie-Lea,1,Girl,1981
1201,Cheryce,1,Girl,1981
1201,Cheryle,1,Girl,1981
1201,Cherylee,1,Girl,1981
1201,Cherylin,1,Girl,1981
1201,Cheryl-Lynn,1,Girl,1981
1201,Chevay,1,Girl,1981
1201,Cheyanne,1,Girl,1981
1201,Cheynne,1,Girl,1981
1201,Chiaki,1,Girl,1981
1201,Chiara,1,Girl,1981
1201,Chip,1,Girl,1981
1201,Chirlene,1,Girl,1981
1201,Chirsty,1,Girl,1981
1201,Chiye,1,Girl,1981
1201,Chrisey,1,Girl,1981
1201,Chrisoula,1,Girl,1981
1201,Chrissie,1,Girl,1981
1201,Christa-Lea,1,Girl,1981
1201,Christa-Lee,1,Girl,1981
1201,Christal-Michelle,1,Girl,1981
1201,Christa-Marie,1,Girl,1981
1201,Christena,1,Girl,1981
1201,Christia,1,Girl,1981
1201,Christiane,1,Girl,1981
1201,Christianne,1,Girl,1981
1201,Christne,1,Girl,1981
1201,Christopher,1,Girl,1981
1201,Christy-Leigh,1,Girl,1981
1201,Christy-Lynn,1,Girl,1981
1201,Chrisuala,1,Girl,1981
1201,Chrisy-Lee,1,Girl,1981
1201,Chrystal-Anne,1,Girl,1981
1201,Chrystel,1,Girl,1981
1201,Chrysten,1,Girl,1981
1201,Chyenne,1,Girl,1981
1201,Ciana,1,Girl,1981
1201,Ciarra,1,Girl,1981
1201,Cinnamon,1,Girl,1981
1201,Clair,1,Girl,1981
1201,Claira,1,Girl,1981
1201,Clarinda,1,Girl,1981
1201,Clarisa,1,Girl,1981
1201,Clarisse,1,Girl,1981
1201,Claudette,1,Girl,1981
1201,Cleo,1,Girl,1981
1201,Clerissa,1,Girl,1981
1201,Clorinda,1,Girl,1981
1201,Clover,1,Girl,1981
1201,Codie,1,Girl,1981
1201,Cody,1,Girl,1981
1201,Coleen,1,Girl,1981
1201,Collena,1,Girl,1981
1201,Collin,1,Girl,1981
1201,Connie-Rae,1,Girl,1981
1201,Connor,1,Girl,1981
1201,Coreen,1,Girl,1981
1201,Corene,1,Girl,1981
1201,Corey,1,Girl,1981
1201,Corilea,1,Girl,1981
1201,Corilee,1,Girl,1981
1201,Corin,1,Girl,1981
1201,Corinn,1,Girl,1981
1201,Cornelia,1,Girl,1981
1201,Correen,1,Girl,1981
1201,Corriena,1,Girl,1981
1201,Corrinne,1,Girl,1981
1201,Cory-Lynn,1,Girl,1981
1201,Coryne,1,Girl,1981
1201,Cossima,1,Girl,1981
1201,Courteney,1,Girl,1981
1201,Courtnee,1,Girl,1981
1201,Cremilde,1,Girl,1981
1201,Cremona,1,Girl,1981
1201,Cressa,1,Girl,1981
1201,Crissinda,1,Girl,1981
1201,Crissy,1,Girl,1981
1201,Crista,1,Girl,1981
1201,Cristal,1,Girl,1981
1201,Crista-Lee,1,Girl,1981
1201,Cristalle,1,Girl,1981
1201,Cristena,1,Girl,1981
1201,Cristie,1,Girl,1981
1201,Cristine,1,Girl,1981
1201,Cristol,1,Girl,1981
1201,Crystal-Lee,1,Girl,1981
1201,Crystal-Lena,1,Girl,1981
1201,Crystal-Patricia,1,Girl,1981
1201,Crystal-Rae,1,Girl,1981
1201,Crystalyn,1,Girl,1981
1201,Crystina,1,Girl,1981
1201,Crystle,1,Girl,1981
1201,Cyana,1,Girl,1981
1201,Cynthi,1,Girl,1981
1201,Dacia,1,Girl,1981
1201,Dahlia,1,Girl,1981
1201,Dahnae,1,Girl,1981
1201,Dainie,1,Girl,1981
1201,Dalayce,1,Girl,1981
1201,Dale,1,Girl,1981
1201,Dalis,1,Girl,1981
1201,Damara,1,Girl,1981
1201,Damita,1,Girl,1981
1201,Danae,1,Girl,1981
1201,Danah,1,Girl,1981
1201,Dandilynn,1,Girl,1981
1201,Danée,1,Girl,1981
1201,Danett,1,Girl,1981
1201,Danette,1,Girl,1981
1201,Dani,1,Girl,1981
1201,Daniel,1,Girl,1981
1201,Danille,1,Girl,1981
1201,Danine,1,Girl,1981
1201,D'Anne,1,Girl,1981
1201,Dannica,1,Girl,1981
1201,Danyel,1,Girl,1981
1201,Danyell,1,Girl,1981
1201,Danyelle,1,Girl,1981
1201,Darbi,1,Girl,1981
1201,Darcia,1,Girl,1981
1201,Darian,1,Girl,1981
1201,Darilyn,1,Girl,1981
1201,Darolyn,1,Girl,1981
1201,Darsane,1,Girl,1981
1201,Dathany,1,Girl,1981
1201,Daun,1,Girl,1981
1201,Davena,1,Girl,1981
1201,Davida,1,Girl,1981
1201,Dawna-Lea,1,Girl,1981
1201,Dawnalee,1,Girl,1981
1201,Dawnelle,1,Girl,1981
1201,Dawn-Marie,1,Girl,1981
1201,Dawnna,1,Girl,1981
1201,Dayle,1,Girl,1981
1201,Daylynn,1,Girl,1981
1201,Deanndra,1,Girl,1981
1201,Deborah-Lee,1,Girl,1981
1201,Deborah-Lynn,1,Girl,1981
1201,Debrah,1,Girl,1981
1201,Debra-Mae,1,Girl,1981
1201,Dedria,1,Girl,1981
1201,Dee,1,Girl,1981
1201,Deeanna,1,Girl,1981
1201,Deeanne,1,Girl,1981
1201,Dee-Anne,1,Girl,1981
1201,Deebi,1,Girl,1981
1201,Deema,1,Girl,1981
1201,Deenna,1,Girl,1981
1201,Deepkamal,1,Girl,1981
1201,Deja,1,Girl,1981
1201,Delaina,1,Girl,1981
1201,Delaine,1,Girl,1981
1201,Delani,1,Girl,1981
1201,Delanie,1,Girl,1981
1201,Delasi,1,Girl,1981
1201,Delesa,1,Girl,1981
1201,Delilah,1,Girl,1981
1201,Dellice,1,Girl,1981
1201,Delores,1,Girl,1981
1201,Dema,1,Girl,1981
1201,Demetra,1,Girl,1981
1201,Denay,1,Girl,1981
1201,Dene,1,Girl,1981
1201,Denean,1,Girl,1981
1201,Deneille,1,Girl,1981
1201,Denell,1,Girl,1981
1201,Denelle,1,Girl,1981
1201,Denyse,1,Girl,1981
1201,Deona,1,Girl,1981
1201,Derri,1,Girl,1981
1201,Desere,1,Girl,1981
1201,Desiree-Denee,1,Girl,1981
1201,Desirre,1,Girl,1981
1201,Dessirae,1,Girl,1981
1201,Devann,1,Girl,1981
1201,Devonee,1,Girl,1981
1201,Devorah,1,Girl,1981
1201,Devynn,1,Girl,1981
1201,Deyelle,1,Girl,1981
1201,Dian,1,Girl,1981
1201,Diandra,1,Girl,1981
1201,Didi,1,Girl,1981
1201,Dimitroula,1,Girl,1981
1201,Dione,1,Girl,1981
1201,Dipali,1,Girl,1981
1201,Divina,1,Girl,1981
1201,Dlaine,1,Girl,1981
1201,Doha,1,Girl,1981
1201,Dolores,1,Girl,1981
1201,Domine,1,Girl,1981
1201,Dominque,1,Girl,1981
1201,Dominy,1,Girl,1981
1201,Domonica,1,Girl,1981
1201,Donita,1,Girl,1981
1201,Donnalee,1,Girl,1981
1201,Donnamae,1,Girl,1981
1201,Donnita,1,Girl,1981
1201,Dorathea,1,Girl,1981
1201,Doreen,1,Girl,1981
1201,Doretta,1,Girl,1981
1201,Dori,1,Girl,1981
1201,Doria,1,Girl,1981
1201,Dorinda,1,Girl,1981
1201,Doris,1,Girl,1981
1201,Dorit,1,Girl,1981
1201,Dorlisa,1,Girl,1981
1201,Dorothea,1,Girl,1981
1201,Dottie,1,Girl,1981
1201,Dreena,1,Girl,1981
1201,Duce,1,Girl,1981
1201,Dulce-Amor,1,Girl,1981
1201,Dulcie,1,Girl,1981
1201,Durdana,1,Girl,1981
1201,Dustin,1,Girl,1981
1201,Dusty-Lee,1,Girl,1981
1201,Dusty-Lynn,1,Girl,1981
1201,Duygu,1,Girl,1981
1201,Dyan,1,Girl,1981
1201,Dyani,1,Girl,1981
1201,Dyna,1,Girl,1981
1201,Ebun,1,Girl,1981
1201,Echo,1,Girl,1981
1201,Edith,1,Girl,1981
1201,Edric,1,Girl,1981
1201,Efigenia,1,Girl,1981
1201,Eileene,1,Girl,1981
1201,Eilidh,1,Girl,1981
1201,Eine,1,Girl,1981
1201,Eirien,1,Girl,1981
1201,Ekco,1,Girl,1981
1201,Elana,1,Girl,1981
1201,Elanna,1,Girl,1981
1201,Elanor,1,Girl,1981
1201,Eleanor,1,Girl,1981
1201,Eleanora,1,Girl,1981
1201,Elenna,1,Girl,1981
1201,Eleonor,1,Girl,1981
1201,Elesa,1,Girl,1981
1201,Elesha,1,Girl,1981
1201,Eleshia,1,Girl,1981
1201,Elexis,1,Girl,1981
1201,Elhaum,1,Girl,1981
1201,Elias,1,Girl,1981
1201,Elice,1,Girl,1981
1201,Elicia,1,Girl,1981
1201,Elina,1,Girl,1981
1201,Ellice,1,Girl,1981
1201,Ellicia,1,Girl,1981
1201,Ellisa,1,Girl,1981
1201,Eloise,1,Girl,1981
1201,Elora,1,Girl,1981
1201,Else,1,Girl,1981
1201,Elspeth,1,Girl,1981
1201,Elyse,1,Girl,1981
1201,Elysha,1,Girl,1981
1201,Ember,1,Girl,1981
1201,Emberly,1,Girl,1981
1201,Emerald,1,Girl,1981
1201,Emiley,1,Girl,1981
1201,Emilia,1,Girl,1981
1201,Emilie,1,Girl,1981
1201,Emma-Lea,1,Girl,1981
1201,Emmylou,1,Girl,1981
1201,Enchantra,1,Girl,1981
1201,Enza,1,Girl,1981
1201,Ericka,1,Girl,1981
1201,Erikka,1,Girl,1981
1201,Erin-Elizabeth,1,Girl,1981
1201,Ermelinda,1,Girl,1981
1201,Estelle,1,Girl,1981
1201,Etanda,1,Girl,1981
1201,Etelka,1,Girl,1981
1201,Ethan,1,Girl,1981
1201,Etienna,1,Girl,1981
1201,Eugenia,1,Girl,1981
1201,Eugenie,1,Girl,1981
1201,Eunice,1,Girl,1981
1201,Eustathia,1,Girl,1981
1201,Evangaline,1,Girl,1981
1201,Evangelene,1,Girl,1981
1201,Evangelina,1,Girl,1981
1201,Evanna,1,Girl,1981
1201,Eveia,1,Girl,1981
1201,Evelena,1,Girl,1981
1201,Evonne,1,Girl,1981
1201,Ewa,1,Girl,1981
1201,Eylsia,1,Girl,1981
1201,Eyrin,1,Girl,1981
1201,Faaziah,1,Girl,1981
1201,Fabiola,1,Girl,1981
1201,Fadwa,1,Girl,1981
1201,Fahrin,1,Girl,1981
1201,Fallen,1,Girl,1981
1201,Falon,1,Girl,1981
1201,Falynn,1,Girl,1981
1201,Famida,1,Girl,1981
1201,Fan,1,Girl,1981
1201,Fanny,1,Girl,1981
1201,Fareen,1,Girl,1981
1201,Farheen,1,Girl,1981
1201,Farrand,1,Girl,1981
1201,Farzana,1,Girl,1981
1201,Fatimah,1,Girl,1981
1201,Fawne,1,Girl,1981
1201,Fay,1,Girl,1981
1201,Fayeza,1,Girl,1981
1201,Fehintola,1,Girl,1981
1201,Feliscia,1,Girl,1981
1201,Felise,1,Girl,1981
1201,Felisha,1,Girl,1981
1201,Fenella,1,Girl,1981
1201,Ferdows,1,Girl,1981
1201,Fern,1,Girl,1981
1201,Fernanda,1,Girl,1981
1201,Ferris,1,Girl,1981
1201,Fershell,1,Girl,1981
1201,Finnuala,1,Girl,1981
1201,Fionia,1,Girl,1981
1201,Fleur,1,Girl,1981
1201,Flor,1,Girl,1981
1201,Flower,1,Girl,1981
1201,Fonda,1,Girl,1981
1201,Franca-Cindy,1,Girl,1981
1201,France,1,Girl,1981
1201,Francis,1,Girl,1981
1201,Franka,1,Girl,1981
1201,Frannie,1,Girl,1981
1201,Fredell,1,Girl,1981
1201,Freida,1,Girl,1981
1201,Fu,1,Girl,1981
1201,G.,1,Girl,1981
1201,Gabriela-Catalina,1,Girl,1981
1201,Gada,1,Girl,1981
1201,Gailynne,1,Girl,1981
1201,Gale,1,Girl,1981
1201,Gaydaa,1,Girl,1981
1201,Gayla,1,Girl,1981
1201,Geetha,1,Girl,1981
1201,Geliane,1,Girl,1981
1201,Genave,1,Girl,1981
1201,Genelle,1,Girl,1981
1201,Genette,1,Girl,1981
1201,Geneva,1,Girl,1981
1201,Genevive,1,Girl,1981
1201,Genie,1,Girl,1981
1201,Genna,1,Girl,1981
1201,Gennine,1,Girl,1981
1201,Genny,1,Girl,1981
1201,Georgette,1,Girl,1981
1201,Georgia,1,Girl,1981
1201,Geraldine,1,Girl,1981
1201,Gerelyn,1,Girl,1981
1201,Geri-Rae,1,Girl,1981
1201,Germaine,1,Girl,1981
1201,Gerri,1,Girl,1981
1201,Giang,1,Girl,1981
1201,Gilleane,1,Girl,1981
1201,Ginette,1,Girl,1981
1201,Giovanna,1,Girl,1981
1201,Giovannina,1,Girl,1981
1201,Gisela,1,Girl,1981
1201,Gladys,1,Girl,1981
1201,Glenette,1,Girl,1981
1201,Glenys,1,Girl,1981
1201,Glori-Lynn,1,Girl,1981
1201,Glynis,1,Girl,1981
1201,G-Nel,1,Girl,1981
1201,Goldine,1,Girl,1981
1201,Gora,1,Girl,1981
1201,Gurjeet,1,Girl,1981
1201,Gurjit,1,Girl,1981
1201,Gurkiran,1,Girl,1981
1201,Gursimron,1,Girl,1981
1201,Gwendlyn,1,Girl,1981
1201,Gwynaeth,1,Girl,1981
1201,Hafiza,1,Girl,1981
1201,Haidee,1,Girl,1981
1201,Hally-Ann,1,Girl,1981
1201,Hanaa,1,Girl,1981
1201,Hang,1,Girl,1981
1201,Hanh,1,Girl,1981
1201,Hanne,1,Girl,1981
1201,Happy,1,Girl,1981
1201,Harvir,1,Girl,1981
1201,Haven,1,Girl,1981
1201,Hayat,1,Girl,1981
1201,Hazel,1,Girl,1981
1201,Heatherannette,1,Girl,1981
1201,Heather-Lynn,1,Girl,1981
1201,Helene,1,Girl,1981
1201,Hema-Melaine,1,Girl,1981
1201,Hena,1,Girl,1981
1201,Hendrina,1,Girl,1981
1201,Henrietta,1,Girl,1981
